,User,Date Created,Number of Likes,Source of Tweet,Tweet,Polarity,Emotion
3675,lastmilehealth,2019-12-11 16:18:39+00:00,26,Twitter Web App,"To realize HealthForAll, we must confront an injustice the poorest women in the world subsidize healthcare with their unpaid work to the tune of $1 trillion. Health workers must be paid for their life-saving work IHIForum","{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.836}",Negative
3676,SemaAmerica,2019-12-11 16:12:12+00:00,1,Twitter Web App,They provide quality medical care to those who need it most. There is a severe shortage of trained healthcare workers in Syria and much of the health infrastructure has been destroyed by deliberate attacks and bombings of healthcare facilities in NW Syria.,"{'neg': 0.219, 'neu': 0.718, 'pos': 0.064, 'compound': -0.7759}",Negative
3677,erikstrobl,2019-12-11 16:10:30+00:00,12,Twitter for iPhone,"1. The only difference for the vast majority of industry workers would be a new employer, since healthcare admin work is still necessary 2. Bernies plan explicitly addresses this and promises retraining 3. The real losers are executives, and of course Mayor Pete is their guy","{'neg': 0.068, 'neu': 0.88, 'pos': 0.052, 'compound': -0.2023}",Negative
3678,ExistentialEnso,2019-12-11 16:08:56+00:00,5,Twitter Web App,"Pete sucks in a lot of ways, but it's hard to take leftists seriously when complaining about him being involved in some health insurance worker layoffs. Universal healthcare is 100% worth the disruption, but Pete is a drop in the bucket compared to that wrt to the workers.","{'neg': 0.246, 'neu': 0.711, 'pos': 0.043, 'compound': -0.8462}",Negative
3679,BosPublicRadio,2019-12-11 16:05:22+00:00,0,Twitter Web App,"In Hour 1 We discuss the sub-par healthcare offered to Amazon warehouse workers with medical ethicist Art Caplan. Then, we open the lines and ask if Amazon's treatment of its workers is impacting your decision to do your holiday shopping on the website.","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.5267}",Positive
3680,Kituku2,2019-12-11 16:05:16+00:00,25,Twitter for Android,WednesdayMotivation Health workers are key in delivery of UHC. Thanks Gov for maintaining healthcare as a priority. KMA Kenya,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4404}",Positive
3681,Longbroscomedy,2019-12-11 16:04:00+00:00,3,Twitter Web App,pota Guess what Buttigieg... those out of a job insurance workers won't lose their healthcare. MedicareForAll BernieSanders2020,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.3089}",Positive
3682,mariaschafer16,2019-12-11 16:03:34+00:00,0,Twitter for iPhone,Maybe healthcare workers should also work for for free!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3683,ElderService,2019-12-11 16:01:27+00:00,0,Elder Services Daily,"Our parents, grandparents, aunts &amp; uncles deserve protection from abuse. We want to encourage healthcare workers to speak out if they notice these types of ElderAbuse. Together we can cr","{'neg': 0.108, 'neu': 0.773, 'pos': 0.119, 'compound': -0.1531}",Negative
3684,EncompassGrpLLC,2019-12-11 15:59:59+00:00,1,HubSpot,"In addition to teaching improved lifting techniques and ergonomic best practices, mechanical devices may also help keep workers safer. via Get the facts here SeniorCare Healthcare Clinical","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.875}",Positive
3685,bzdug,2019-12-11 15:59:35+00:00,0,Twitter Web App,The health care company was . Pete helped to hike rates and lay off the healthcare workers. The same ones he feigns concern over if M4A passes.,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4939}",Positive
3686,labour_ni,2019-12-11 15:58:04+00:00,4,Twitter for Android,Caroline standing shoulder to shoulder with Fermanagh strikers against cuts and unsafe staff levels! A true fighter for our NHS! Vote for a Labour NI endorsed candidate in Fermanagh &amp; South Tyrone who stands alongside our healthcare workers! GE19,"{'neg': 0.084, 'neu': 0.754, 'pos': 0.161, 'compound': 0.5386}",Positive
3687,me_mickel,2019-12-11 15:52:45+00:00,2,Twitter for Android,"Show me the people advocating for the horse-drawn carriage industry or 8-track factory workers. Progress demands change, and the trade off of lost jobs for guaranteed healthcare is a worthy one. It just is.","{'neg': 0.061, 'neu': 0.789, 'pos': 0.15, 'compound': 0.5267}",Positive
3688,RDakour,2019-12-11 15:45:30+00:00,0,Twitter for iPhone,You dont think voters would care that he helped an insurance company increase premiums and layoff workers? Especially when the main criticism of his healthcare plan is that its too easy on insurance companies and they are likely contributing large sums of money to his campaign?,"{'neg': 0.052, 'neu': 0.791, 'pos': 0.157, 'compound': 0.7059}",Positive
3689,djslarge13_dj,2019-12-11 15:41:52+00:00,0,Twitter for iPhone,"Im sure you allow workers to unionize, provide healthcare, pay a living wage, and provide parental leave.","{'neg': 0.101, 'neu': 0.736, 'pos': 0.163, 'compound': 0.3818}",Positive
3690,thehecticpride,2019-12-11 15:39:53+00:00,0,Twitter for iPhone,"That is false. There would be no private insurance companies, they would not get a government job. Some of them would find work within the new system, but he does not have a plan for govt healthcare workers.","{'neg': 0.041, 'neu': 0.959, 'pos': 0.0, 'compound': -0.1531}",Negative
3691,Cash4Doritos,2019-12-11 15:37:01+00:00,18,Twitter Web App,jacobian Do you think Medicare for All means enslaving all healthcare workers to force them to work for no pay?,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.3818}",Negative
3692,DrRameshBellam1,2019-12-11 15:30:38+00:00,0,Twitter Web App,"A valid question will be, if all those health insurance company workers retrained to be medicare funded healthcare workers, would their contribution to the society be more valuable after all! Perhaps healthcare can be more accessible to all, that way.","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.5697}",Positive
3693,DrRameshBellam1,2019-12-11 15:29:47+00:00,0,Twitter Web App,"A valid question will be, if all those health insurance company workers retrained to be medicare funded healthcare workers, would their contribution to the society be more valuable after all! Perhaps healthcare can be more accessible to all, that way.","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.5697}",Positive
3694,AlwaysErked,2019-12-11 15:29:16+00:00,0,Twitter for iPhone,Jobs change as society evolves. Its inevitable. The difference here is that all of those out of work insurance workers WILL HAVE GUARANTEED HEALTHCARE.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3695,northernck,2019-12-11 15:25:18+00:00,4,Twitter for iPad,"Lauren social workers, like nurses, OTs, are paying the price in Fords healthcare system.","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",Positive
3696,Tvbona,2019-12-11 15:16:26+00:00,0,Twitter for iPhone,"As someone on his fourth career, all of which use the same foundational skills, trust me that private insurance workers can find new jobs easier than underinsured can get healthcare. Of course, Mayor Pete knows all this, which is why hes the most cynical Democratic candidate.","{'neg': 0.056, 'neu': 0.827, 'pos': 0.117, 'compound': 0.4951}",Positive
3697,LaurenBrns,2019-12-11 15:15:04+00:00,0,Twitter Web App,"This wasn't always known, but we learned it, and we, as a capitalist society decided that the coal industry's inherent costs *should* affect it's bottom line. Thus, we charge a tax on the extraction of coal to insure the healthcare many of it's workers will need. (2/x)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3698,matthewaraven,2019-12-11 15:14:13+00:00,2,Twitter for Android,mayolmao There is also a just transition plan for all healthcare workers included in both bills. Pete is a dumb-dumb phony.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3699,Career1Stop,2019-12-11 15:12:31+00:00,2,LatelyAI,Are you exploring career options or considering a careerchange? Do you like to help people? Take a look at the Healthcare Social Workers career video by CareerOneStop. WednesdayWisdom,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.6767}",Positive
3700,myourHR,2019-12-11 15:10:07+00:00,0,IFTTT,"ICYMI LidlUS is one of the latest employers to offer part-time workers medical coverage, read more on the healthcare HR trend via mayereditor  Human Resource Executive (HRExecMag) December 10, 2019 HRExecMag ICYMI L","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3701,ElectToriRose,2019-12-11 15:09:44+00:00,4,Twitter for Android,Team electtorirose had a great time last night MDDC Candidate meet &amp; greet. We enjoyed talking with our Citys Healthcare workers &amp; hearing their concerns. I look forward to working with you &amp; for you in the future risewithrose voteRose ToriRose2020 wedeservebetter,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.8658}",Positive
3702,TheAmazingTimo,2019-12-11 15:07:26+00:00,0,Twitter for iPhone,Not trying to defend the healthcare workers or anything but are we certain she wasnt informed? Just a bit concerned that the story might have been a bit too exaggerated in the media. Of course it whats reported is true then they should carry all the blame.,"{'neg': 0.089, 'neu': 0.792, 'pos': 0.12, 'compound': 0.3919}",Positive
3703,ShimonLevit,2019-12-11 15:06:29+00:00,4,Twitter for iPhone,A medical team from Israel is on its way to the Pacific island nation of Samoa to assist overwhelmed healthcare workers trying to contain a serious measles epidemic and treat those already infected.,"{'neg': 0.039, 'neu': 0.843, 'pos': 0.117, 'compound': 0.3818}",Positive
3704,mommy_triplet,2019-12-11 14:58:03+00:00,0,Twitter for iPhone,"flo They do get assisted, everyone has the right to healthcare. once facility becomes overcrowded the quality of healthcare gets compromised is a given. Medication &amp; resources start to become short, healthcare workers become over worked etc.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3705,DrPsyBuffy,2019-12-11 14:45:09+00:00,24,Twitter Web App,"Also, and I'm not saying that people losing their jobs isn't an important consideration, but people are DYING b/c they don't have healthcare. Can't we prioritize *that*? M4All plans can develop transition plans for workers. PEOPLE ARE DYING.","{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.2723}",Negative
3706,chuckheffernan,2019-12-11 14:43:43+00:00,0,Twitter for iPad,How can anyone vote for Buttigieg knowing he voluntarily worked for a company screwing over their healthcare and working to deny workers rights by busting Unions!!!,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.6341}",Negative
3707,junebabeb,2019-12-11 14:34:44+00:00,8,Twitter for iPhone,Thank You and for being a voice for all Healthcare Workers and for publishing my story! We must speak up about this silent epidemic. It is NOT PAOF THE JOB nurselife,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4199}",Positive
3708,pedspulmmike,2019-12-11 14:27:29+00:00,8,Twitter for iPhone,Keynote by Raj Panjabi with call for healthcare for all and equity in pay and power for community healthcare workers and health leaders. Both a critical global and US rural issue. Inspiration to ask what and my CF team is doing for low-well being rural Oregon!,"{'neg': 0.078, 'neu': 0.856, 'pos': 0.066, 'compound': 0.2481}",Positive
3709,aatkinscsr,2019-12-11 14:22:22+00:00,0,Twitter for iPhone,"70% of Healthcare workers are women, which is great progress for providing sustainable incomes to women around the world. But only 25% of health systems are led by women. healthequity is also about equity in leadership.","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.5346}",Positive
3710,daddy_corp,2019-12-11 14:22:15+00:00,0,Twitter for Android,Let me help you out. NORTH AMERICA includes Mexico and Canada. Auto makers can still build cars outside US. UAW workers make more $30 an hr. $15 an hr in Mexico and Canada good money due to cost of living and universal healthcare. No win for workers. Be empowered my lost sheep,"{'neg': 0.072, 'neu': 0.779, 'pos': 0.149, 'compound': 0.7096}",Positive
3711,astradisastra,2019-12-11 14:18:32+00:00,17,Twitter Web App,"Coming after four decades of neoliberal attacks on working people...gutting public healthcare would be catastrophic. No surprise, then, that the Labour party, with its historic emphasis on workers rights, is the most committed to defending and expanding the NHS.","{'neg': 0.168, 'neu': 0.687, 'pos': 0.145, 'compound': -0.2748}",Negative
3712,el_mescalito,2019-12-11 14:17:28+00:00,0,Twitter Web App,"Labours pose as defender of the NHS exposed NHS will not be defended by parties of big business, including Labour. Social right to healthcare can only be defended through the independent initiative of the working class &amp; the fight for a workers govt.","{'neg': 0.083, 'neu': 0.83, 'pos': 0.087, 'compound': 0.0516}",Positive
3713,IamSean90,2019-12-11 14:13:54+00:00,13,Twitter for Android,"The way the left talks is so infuriating. A just transition for workers in the healthcare industry The plan has trade offs, some people will be losers Bernie thinks making money in healthcare is immoral &amp; doesn't care if you get fired due to his plan. No welfare softens that","{'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.9595}",Negative
3714,EmMorgan27,2019-12-11 14:02:51+00:00,8,Twitter for iPhone,"We have to ask ourselves as healthcare workers if were paid fairly for our work, why arent community health workers paid fairly for theirs? IHIForum Power has never been easily given. It has to be demanded by those from whole it has been taken.","{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.4471}",Negative
